"Batting_Team","Striker","Runs","Dismissed","Balls","Bowling_Team","Stadium","Season","Average","Strike_Rate"
"Rajasthan Royals","Tyron Henderson",11,2,16,"All","All","All",5.5,68.75
"Rajasthan Royals","Unmukt Chand",2,1,9,"All","All","All",2,22.2222222222222
"Rajasthan Royals","Varun Aaron",4,1,17,"All","All","All",4,23.5294117647059
"Rajasthan Royals","Vikramjeet Malik",1,0,2,"All","All","All",Inf,50
"Rajasthan Royals","Yashasvi Jaiswal",547,23,406,"All","All","All",23.7826086956522,134.729064039409
"Rajasthan Royals","Younis Khan",3,1,7,"All","All","All",3,42.8571428571429
"Rajasthan Royals","Yusuf Pathan",1011,38,626,"All","All","All",26.6052631578947,161.501597444089
"Rajasthan Royals","Yuzvendra Chahal",5,1,8,"All","All","All",5,62.5
"Rising Pune Supergiants","Adam Zampa",5,2,8,"All","All","All",2.5,62.5
"Rising Pune Supergiants","Ajinkya Rahane",862,26,702,"All","All","All",33.1538461538462,122.792022792023
"Rising Pune Supergiants","Albie Morkel",16,1,9,"All","All","All",16,177.777777777778
"Rising Pune Supergiants","Ankit Sharma",28,1,18,"All","All","All",28,155.555555555556
"Rising Pune Supergiants","Ashok Dinda",7,1,7,"All","All","All",7,100
"Rising Pune Supergiants","Ben Stokes",316,10,221,"All","All","All",31.6,142.986425339367
"Rising Pune Supergiants","Dan Christian",79,5,49,"All","All","All",15.8,161.224489795918
"Rising Pune Supergiants","Deepak Chahar",14,1,6,"All","All","All",14,233.333333333333
"Rising Pune Supergiants","Faf du Plessis",214,7,169,"All","All","All",30.5714285714286,126.627218934911
"Rising Pune Supergiants","George Bailey",84,4,98,"All","All","All",21,85.7142857142857
"Rising Pune Supergiants","Imran Tahir",0,0,2,"All","All","All",NA,0
"Rising Pune Supergiants","Irfan Pathan",11,3,13,"All","All","All",3.66666666666667,84.6153846153846
"Rising Pune Supergiants","Jaydev Unadkat",2,0,5,"All","All","All",Inf,40
"Rising Pune Supergiants","Kevin Pietersen",73,2,61,"All","All","All",36.5,119.672131147541
"Rising Pune Supergiants","Lockie Ferguson",1,0,1,"All","All","All",Inf,100
"Rising Pune Supergiants","MS Dhoni",574,18,460,"All","All","All",31.8888888888889,124.782608695652
"Rising Pune Supergiants","Manoj Tiwary",324,10,236,"All","All","All",32.4,137.28813559322
"Rising Pune Supergiants","Mayank Agarwal",26,3,27,"All","All","All",8.66666666666667,96.2962962962963
"Rising Pune Supergiants","Mitchell Marsh",7,1,11,"All","All","All",7,63.6363636363636
"Rising Pune Supergiants","Murugan Ashwin",0,1,1,"All","All","All",0,0
"Rising Pune Supergiants","Peter Handscomb",6,1,12,"All","All","All",6,50
"Rising Pune Supergiants","Rahul Chahar",3,0,2,"All","All","All",Inf,150
"Rising Pune Supergiants","Rahul Tripathi",391,14,267,"All","All","All",27.9285714285714,146.441947565543
"Rising Pune Supergiants","Rajat Bhatia",50,2,37,"All","All","All",25,135.135135135135
"Rising Pune Supergiants","Ravichandran Ashwin",41,2,38,"All","All","All",20.5,107.894736842105
"Rising Pune Supergiants","Saurabh Tiwary",170,7,141,"All","All","All",24.2857142857143,120.567375886525
"Rising Pune Supergiants","Shardul Thakur",0,3,3,"All","All","All",0,0
"Rising Pune Supergiants","Steven Smith",742,18,563,"All","All","All",41.2222222222222,131.793960923623
"Rising Pune Supergiants","Thisara Perera",150,7,93,"All","All","All",21.4285714285714,161.290322580645
"Rising Pune Supergiants","Usman Khawaja",127,6,100,"All","All","All",21.1666666666667,127
"Rising Pune Supergiants","Washington Sundar",9,1,12,"All","All","All",9,75
"Royal Challengers Bangalore","AB de Villiers",4491,109,2831,"All","All","All",41.2018348623853,158.636524196397
"Royal Challengers Bangalore","Aaron Finch",268,12,241,"All","All","All",22.3333333333333,111.203319502075
"Royal Challengers Bangalore","Abdur Razzak",0,0,2,"All","All","All",NA,0
"Royal Challengers Bangalore","Abhimanyu Mithun",34,5,26,"All","All","All",6.8,130.769230769231
"Royal Challengers Bangalore","Abhinav Mukund",19,1,21,"All","All","All",19,90.4761904761905
"Royal Challengers Bangalore","Abu Nechim",14,1,6,"All","All","All",14,233.333333333333
"Royal Challengers Bangalore","Adam Milne",7,2,12,"All","All","All",3.5,58.3333333333333
"Royal Challengers Bangalore","Akash Deep",0,1,2,"All","All","All",0,0
"Royal Challengers Bangalore","Akshdeep Nath",61,5,57,"All","All","All",12.2,107.017543859649
"Royal Challengers Bangalore","Albie Morkel",45,3,41,"All","All","All",15,109.756097560976
"Royal Challengers Bangalore","Andrew McDonald",47,3,37,"All","All","All",15.6666666666667,127.027027027027
"Royal Challengers Bangalore","Aniket Choudhary",25,1,20,"All","All","All",25,125
"Royal Challengers Bangalore","Anil Kumble",35,3,47,"All","All","All",11.6666666666667,74.468085106383
"Royal Challengers Bangalore","Anuj Rawat",129,8,118,"All","All","All",16.125,109.322033898305
"Royal Challengers Bangalore","Arun Karthik",48,5,46,"All","All","All",9.6,104.347826086957
"Royal Challengers Bangalore","Asad Pathan",39,5,23,"All","All","All",7.8,169.565217391304
"Royal Challengers Bangalore","Ashley Noffke",9,1,10,"All","All","All",9,90
"Royal Challengers Bangalore","Ashok Dinda",4,1,12,"All","All","All",4,33.3333333333333
"Royal Challengers Bangalore","Balachandra Akhil",63,5,46,"All","All","All",12.6,136.95652173913
"Royal Challengers Bangalore","Bharat Chipli",20,3,28,"All","All","All",6.66666666666667,71.4285714285714
"Royal Challengers Bangalore","Brendon McCullum",127,6,88,"All","All","All",21.1666666666667,144.318181818182
"Royal Challengers Bangalore","Cameron White",162,9,135,"All","All","All",18,120
"Royal Challengers Bangalore","Charl Langeveldt",8,1,8,"All","All","All",8,100
"Royal Challengers Bangalore","Cheteshwar Pujara",143,10,152,"All","All","All",14.3,94.0789473684211
"Royal Challengers Bangalore","Chris Gayle",3163,73,2071,"All","All","All",43.3287671232877,152.728150651859
"Royal Challengers Bangalore","Chris Jordan",3,1,4,"All","All","All",3,75
"Royal Challengers Bangalore","Chris Morris",34,4,21,"All","All","All",8.5,161.904761904762
"Royal Challengers Bangalore","Chris Woakes",17,2,19,"All","All","All",8.5,89.4736842105263
"Royal Challengers Bangalore","Colin de Grandhomme",177,8,133,"All","All","All",22.125,133.082706766917
"Royal Challengers Bangalore","Corey Anderson",17,3,22,"All","All","All",5.66666666666667,77.2727272727273
"Royal Challengers Bangalore","Dale Steyn",16,6,27,"All","All","All",2.66666666666667,59.2592592592593
"Royal Challengers Bangalore","Dan Christian",20,8,39,"All","All","All",2.5,51.2820512820513
"Royal Challengers Bangalore","Daniel Sams",6,1,6,"All","All","All",6,100
"Royal Challengers Bangalore","Daniel Vettori",54,5,54,"All","All","All",10.8,100
"Royal Challengers Bangalore","Daren Sammy",13,2,18,"All","All","All",6.5,72.2222222222222
"Royal Challengers Bangalore","David Wiese",127,4,90,"All","All","All",31.75,141.111111111111
"Royal Challengers Bangalore","David Willey",18,2,30,"All","All","All",9,60
"Royal Challengers Bangalore","Devdutt Padikkal",884,28,707,"All","All","All",31.5714285714286,125.035360678925
"Royal Challengers Bangalore","Devraj Patil",13,2,13,"All","All","All",6.5,100
"Royal Challengers Bangalore","Dillon du Preez",10,1,13,"All","All","All",10,76.9230769230769
"Royal Challengers Bangalore","Dinesh Karthik",471,17,297,"All","All","All",27.7058823529412,158.585858585859
"Royal Challengers Bangalore","Eoin Morgan",35,3,30,"All","All","All",11.6666666666667,116.666666666667
"Royal Challengers Bangalore","Faf du Plessis",468,15,367,"All","All","All",31.2,127.520435967302
"Royal Challengers Bangalore","George Garton",2,1,4,"All","All","All",2,50
"Royal Challengers Bangalore","Glenn Maxwell",814,23,534,"All","All","All",35.3913043478261,152.434456928839
"Royal Challengers Bangalore","Gurkeerat Singh Mann",169,3,150,"All","All","All",56.3333333333333,112.666666666667
"Royal Challengers Bangalore","Harshal Patel",149,17,119,"All","All","All",8.76470588235294,125.210084033613
"Royal Challengers Bangalore","Heinrich Klaasen",9,2,10,"All","All","All",4.5,90
"Royal Challengers Bangalore","Iqbal Abdulla",62,2,52,"All","All","All",31,119.230769230769
"Royal Challengers Bangalore","Isuru Udana",15,3,11,"All","All","All",5,136.363636363636
"Royal Challengers Bangalore","Jacques Kallis",1132,36,1009,"All","All","All",31.4444444444444,112.19028741328
"Royal Challengers Bangalore","Jagadeesh Arunkumar",23,3,23,"All","All","All",7.66666666666667,100
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",29,2,26,"All","All","All",14.5,111.538461538462
"Royal Challengers Bangalore","Jaydev Unadkat",2,0,2,"All","All","All",Inf,100
"Royal Challengers Bangalore","Jesse Ryder",56,5,49,"All","All","All",11.2,114.285714285714
"Royal Challengers Bangalore","Johan van der Wath",18,2,16,"All","All","All",9,112.5
"Royal Challengers Bangalore","Josh Hazlewood",18,0,26,"All","All","All",Inf,69.2307692307692
"Royal Challengers Bangalore","Josh Philippe",78,4,77,"All","All","All",19.5,101.298701298701
"Royal Challengers Bangalore","KL Rahul",417,11,287,"All","All","All",37.9090909090909,145.296167247387
"Royal Challengers Bangalore","KP Appanna",2,1,4,"All","All","All",2,50
"Royal Challengers Bangalore","Kane Richardson",1,0,1,"All","All","All",Inf,100
"Royal Challengers Bangalore","Karn Sharma",1,1,3,"All","All","All",1,33.3333333333333
"Royal Challengers Bangalore","Karun Nair",9,2,12,"All","All","All",4.5,75
"Royal Challengers Bangalore","Kedar Jadhav",309,12,218,"All","All","All",25.75,141.743119266055
"Royal Challengers Bangalore","Kevin Pietersen",329,10,242,"All","All","All",32.9,135.95041322314
"Royal Challengers Bangalore","Kyle Jamieson",65,4,55,"All","All","All",16.25,118.181818181818
"Royal Challengers Bangalore","Luke Pomersbach",51,4,39,"All","All","All",12.75,130.769230769231
"Royal Challengers Bangalore","Mahipal Lomror",86,5,57,"All","All","All",17.2,150.877192982456
"Royal Challengers Bangalore","Manan Vohra",55,4,47,"All","All","All",13.75,117.021276595745
"Royal Challengers Bangalore","Mandeep Singh",597,26,463,"All","All","All",22.9615384615385,128.941684665227
"Royal Challengers Bangalore","Manish Pandey",417,14,344,"All","All","All",29.7857142857143,121.220930232558
"Royal Challengers Bangalore","Manvinder Bisla",37,2,30,"All","All","All",18.5,123.333333333333
"Royal Challengers Bangalore","Marcus Stoinis",211,4,156,"All","All","All",52.75,135.25641025641
"Royal Challengers Bangalore","Mark Boucher",388,13,303,"All","All","All",29.8461538461538,128.052805280528
"Royal Challengers Bangalore","Mayank Agarwal",433,23,340,"All","All","All",18.8260869565217,127.352941176471
"Royal Challengers Bangalore","Misbah-ul-Haq",117,7,81,"All","All","All",16.7142857142857,144.444444444444
"Royal Challengers Bangalore","Mitchell Starc",96,7,98,"All","All","All",13.7142857142857,97.9591836734694
"Royal Challengers Bangalore","Moeen Ali",309,15,195,"All","All","All",20.6,158.461538461538
"Royal Challengers Bangalore","Mohammad Kaif",55,4,49,"All","All","All",13.75,112.244897959184
"Royal Challengers Bangalore","Mohammed Siraj",96,7,109,"All","All","All",13.7142857142857,88.0733944954129
"Royal Challengers Bangalore","Moises Henriques",165,4,125,"All","All","All",41.25,132
"Royal Challengers Bangalore","Murali Kartik",2,1,3,"All","All","All",2,66.6666666666667
"Royal Challengers Bangalore","Murugan Ashwin",1,1,2,"All","All","All",1,50
"Royal Challengers Bangalore","Muthiah Muralidaran",6,2,9,"All","All","All",3,66.6666666666667
"Royal Challengers Bangalore","Navdeep Saini",31,3,35,"All","All","All",10.3333333333333,88.5714285714286
"Royal Challengers Bangalore","Nic Maddinson",20,3,21,"All","All","All",6.66666666666667,95.2380952380952
"Royal Challengers Bangalore","Pankaj Singh",2,2,4,"All","All","All",1,50
"Royal Challengers Bangalore","Parthiv Patel",731,29,562,"All","All","All",25.2068965517241,130.071174377224
"Royal Challengers Bangalore","Parvez Rasool",10,1,9,"All","All","All",10,111.111111111111
"Royal Challengers Bangalore","Pawan Negi",156,14,128,"All","All","All",11.1428571428571,121.875
"Royal Challengers Bangalore","Prasanth Parameswaran",0,0,1,"All","All","All",NA,0
"Royal Challengers Bangalore","Praveen Kumar",181,17,152,"All","All","All",10.6470588235294,119.078947368421
"Royal Challengers Bangalore","Prayas Ray Barman",19,1,24,"All","All","All",19,79.1666666666667
"Royal Challengers Bangalore","Quinton de Kock",201,8,162,"All","All","All",25.125,124.074074074074
"Royal Challengers Bangalore","Rahul Dravid",898,34,731,"All","All","All",26.4117647058824,122.845417236662
"Royal Challengers Bangalore","Rajat Patidar",404,10,280,"All","All","All",40.4,144.285714285714
"Royal Challengers Bangalore","Rajesh Bishnoi",19,3,17,"All","All","All",6.33333333333333,111.764705882353
"Royal Challengers Bangalore","Raju Bhatkal",0,1,2,"All","All","All",0,0
"Royal Challengers Bangalore","Ravi Rampaul",51,5,50,"All","All","All",10.2,102
"Royal Challengers Bangalore","Rilee Rossouw",53,5,51,"All","All","All",10.6,103.921568627451
"Royal Challengers Bangalore","Robin Uthappa",549,23,388,"All","All","All",23.8695652173913,141.494845360825
"Royal Challengers Bangalore","Roelof van der Merwe",123,9,100,"All","All","All",13.6666666666667,123
"Royal Challengers Bangalore","Ross Taylor",517,17,364,"All","All","All",30.4117647058824,142.032967032967
"Royal Challengers Bangalore","Ryan Ninan",3,1,6,"All","All","All",3,50
"Royal Challengers Bangalore","Sachin Baby",141,8,111,"All","All","All",17.625,127.027027027027
"Royal Challengers Bangalore","Sachin Rana",73,3,65,"All","All","All",24.3333333333333,112.307692307692
"Royal Challengers Bangalore","Samuel Badree",13,5,23,"All","All","All",2.6,56.5217391304348
"Royal Challengers Bangalore","Sarfaraz Khan",228,11,143,"All","All","All",20.7272727272727,159.440559440559
"Royal Challengers Bangalore","Saurabh Tiwary",487,20,464,"All","All","All",24.35,104.956896551724
"Royal Challengers Bangalore","Sean Abbott",15,2,13,"All","All","All",7.5,115.384615384615
"Royal Challengers Bangalore","Shahbaz Ahmed",279,15,235,"All","All","All",18.6,118.723404255319
"Royal Challengers Bangalore","Shane Watson",250,19,212,"All","All","All",13.1578947368421,117.924528301887
"Royal Challengers Bangalore","Sherfane Rutherford",33,2,50,"All","All","All",16.5,66
"Royal Challengers Bangalore","Shimron Hetmyer",90,5,73,"All","All","All",18,123.287671232877
"Royal Challengers Bangalore","Shivam Dube",169,10,138,"All","All","All",16.9,122.463768115942
"Royal Challengers Bangalore","Shivnarine Chanderpaul",25,3,31,"All","All","All",8.33333333333333,80.6451612903226
"Royal Challengers Bangalore","Shreevats Goswami",143,6,155,"All","All","All",23.8333333333333,92.258064516129
"Royal Challengers Bangalore","Sreenath Aravind",59,3,57,"All","All","All",19.6666666666667,103.508771929825
"Royal Challengers Bangalore","Sridharan Sriram",27,1,29,"All","All","All",27,93.1034482758621
"Royal Challengers Bangalore","Srikar Bharat",191,5,156,"All","All","All",38.2,122.435897435897
"Royal Challengers Bangalore","Stuart Binny",141,9,115,"All","All","All",15.6666666666667,122.608695652174
"Royal Challengers Bangalore","Sunil Joshi",6,2,14,"All","All","All",3,42.8571428571429
"Royal Challengers Bangalore","Suyash Prabhudessai",67,5,59,"All","All","All",13.4,113.559322033898
"Royal Challengers Bangalore","Tillakaratne Dilshan",587,21,534,"All","All","All",27.952380952381,109.925093632959
"Royal Challengers Bangalore","Tim David",1,1,3,"All","All","All",1,33.3333333333333
"Royal Challengers Bangalore","Tim Southee",61,2,55,"All","All","All",30.5,110.909090909091
"Royal Challengers Bangalore","Travis Head",205,7,148,"All","All","All",29.2857142857143,138.513513513514
"Royal Challengers Bangalore","Tymal Mills",8,3,11,"All","All","All",2.66666666666667,72.7272727272727
"Royal Challengers Bangalore","Umesh Yadav",28,7,38,"All","All","All",4,73.6842105263158
"Royal Challengers Bangalore","Varun Aaron",41,1,37,"All","All","All",41,110.810810810811
"Royal Challengers Bangalore","Vijay Zol",29,2,26,"All","All","All",14.5,111.538461538462
"Royal Challengers Bangalore","Vinay Kumar",237,17,204,"All","All","All",13.9411764705882,116.176470588235
"Royal Challengers Bangalore","Virat Kohli",6624,183,5129,"All","All","All",36.1967213114754,129.14798206278
"Royal Challengers Bangalore","Vishnu Vinod",19,3,26,"All","All","All",6.33333333333333,73.0769230769231
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva",39,8,45,"All","All","All",4.875,86.6666666666667
"Royal Challengers Bangalore","Washington Sundar",208,15,183,"All","All","All",13.8666666666667,113.661202185792
"Royal Challengers Bangalore","Wasim Jaffer",130,8,121,"All","All","All",16.25,107.438016528926
"Royal Challengers Bangalore","Yogesh Takawale",104,5,91,"All","All","All",20.8,114.285714285714
"Royal Challengers Bangalore","Yuvraj Singh",376,11,278,"All","All","All",34.1818181818182,135.251798561151
"Royal Challengers Bangalore","Yuzvendra Chahal",32,6,78,"All","All","All",5.33333333333333,41.025641025641
"Royal Challengers Bangalore","Zaheer Khan",67,8,84,"All","All","All",8.375,79.7619047619048
"Sunrisers Hyderabad","Aaron Finch",309,11,263,"All","All","All",28.0909090909091,117.490494296578
"Sunrisers Hyderabad","Abdul Samad",226,16,159,"All","All","All",14.125,142.138364779874
"Sunrisers Hyderabad","Abhishek Sharma",604,27,460,"All","All","All",22.3703703703704,131.304347826087
"Sunrisers Hyderabad","Aditya Tare",8,2,15,"All","All","All",4,53.3333333333333
"Sunrisers Hyderabad","Aiden Markram",381,8,274,"All","All","All",47.625,139.051094890511
"Sunrisers Hyderabad","Akshath Reddy",91,7,101,"All","All","All",13,90.0990099009901
"Sunrisers Hyderabad","Alex Hales",148,6,118,"All","All","All",24.6666666666667,125.423728813559
"Sunrisers Hyderabad","Amit Mishra",93,5,103,"All","All","All",18.6,90.2912621359223
"Sunrisers Hyderabad","Ashish Nehra",1,0,1,"All","All","All",Inf,100
"Sunrisers Hyderabad","Ashish Reddy",245,11,164,"All","All","All",22.2727272727273,149.390243902439
"Sunrisers Hyderabad","Barinder Sran",4,0,4,"All","All","All",Inf,100
"Sunrisers Hyderabad","Basil Thampi",4,1,7,"All","All","All",4,57.1428571428571
"Sunrisers Hyderabad","Ben Cutting",116,4,60,"All","All","All",29,193.333333333333
"Sunrisers Hyderabad","Bhuvneshwar Kumar",148,19,138,"All","All","All",7.78947368421053,107.246376811594
"Sunrisers Hyderabad","Billy Stanlake",5,0,2,"All","All","All",Inf,250
"Sunrisers Hyderabad","Biplab Samantray",123,5,111,"All","All","All",24.6,110.810810810811
"Sunrisers Hyderabad","Bipul Sharma",83,4,51,"All","All","All",20.75,162.745098039216
"Sunrisers Hyderabad","Cameron White",209,12,191,"All","All","All",17.4166666666667,109.424083769634
"Sunrisers Hyderabad","Carlos Brathwaite",75,3,48,"All","All","All",25,156.25
"Sunrisers Hyderabad","Chris Jordan",0,1,1,"All","All","All",0,0
"Sunrisers Hyderabad","Dale Steyn",95,6,75,"All","All","All",15.8333333333333,126.666666666667
"Sunrisers Hyderabad","Daren Sammy",282,13,223,"All","All","All",21.6923076923077,126.457399103139
"Sunrisers Hyderabad","David Warner",4014,81,2815,"All","All","All",49.5555555555556,142.59325044405
"Sunrisers Hyderabad","Deepak Hooda",373,27,317,"All","All","All",13.8148148148148,117.665615141956
"Sunrisers Hyderabad","Dwaraka Ravi Teja",14,1,17,"All","All","All",14,82.3529411764706
"Sunrisers Hyderabad","Eoin Morgan",310,13,256,"All","All","All",23.8461538461538,121.09375
"Sunrisers Hyderabad","Fazalhaq Farooqi",2,0,8,"All","All","All",Inf,25
"Sunrisers Hyderabad","Hanuma Vihari",280,18,313,"All","All","All",15.5555555555556,89.4568690095847
"Sunrisers Hyderabad","Irfan Pathan",55,2,54,"All","All","All",27.5,101.851851851852
"Sunrisers Hyderabad","Jagadeesha Suchith",16,2,14,"All","All","All",8,114.285714285714
"Sunrisers Hyderabad","Jason Holder",167,9,137,"All","All","All",18.5555555555556,121.897810218978
"Sunrisers Hyderabad","Jason Roy",150,5,121,"All","All","All",30,123.96694214876
"Sunrisers Hyderabad","Jonny Bairstow",1038,25,730,"All","All","All",41.52,142.191780821918
"Sunrisers Hyderabad","KL Rahul",308,13,290,"All","All","All",23.6923076923077,106.206896551724
"Sunrisers Hyderabad","Kane Williamson",2101,57,1667,"All","All","All",36.859649122807,126.034793041392
"Sunrisers Hyderabad","Karn Sharma",267,14,230,"All","All","All",19.0714285714286,116.086956521739
"Sunrisers Hyderabad","Kartik Tyagi",7,2,6,"All","All","All",3.5,116.666666666667
"Sunrisers Hyderabad","Kedar Jadhav",55,4,52,"All","All","All",13.75,105.769230769231
"Sunrisers Hyderabad","Khaleel Ahmed",1,3,5,"All","All","All",0.333333333333333,20
"Sunrisers Hyderabad","Kumar Sangakkara",120,9,136,"All","All","All",13.3333333333333,88.2352941176471
"Sunrisers Hyderabad","Manish Pandey",1345,38,1078,"All","All","All",35.3947368421053,124.768089053803
"Sunrisers Hyderabad","Marco Jansen",9,1,7,"All","All","All",9,128.571428571429
"Sunrisers Hyderabad","Martin Guptill",81,3,53,"All","All","All",27,152.830188679245
"Sunrisers Hyderabad","Mitchell Marsh",0,1,1,"All","All","All",0,0
"Sunrisers Hyderabad","Mohammad Nabi",180,12,119,"All","All","All",15,151.260504201681
"Sunrisers Hyderabad","Moises Henriques",755,27,586,"All","All","All",27.962962962963,128.839590443686
"Sunrisers Hyderabad","Mujeeb Ur Rahman",1,0,1,"All","All","All",Inf,100
"Sunrisers Hyderabad","Naman Ojha",584,30,485,"All","All","All",19.4666666666667,120.412371134021
"Sunrisers Hyderabad","Nicholas Pooran",306,8,212,"All","All","All",38.25,144.339622641509
"Sunrisers Hyderabad","Parthiv Patel",294,13,255,"All","All","All",22.6153846153846,115.294117647059
"Sunrisers Hyderabad","Parvez Rasool",2,0,2,"All","All","All",Inf,100
"Sunrisers Hyderabad","Praveen Kumar",17,3,25,"All","All","All",5.66666666666667,68
"Sunrisers Hyderabad","Priyam Garg",251,16,218,"All","All","All",15.6875,115.137614678899
"Sunrisers Hyderabad","Quinton de Kock",6,3,15,"All","All","All",2,40
"Sunrisers Hyderabad","Rahul Tripathi",413,11,261,"All","All","All",37.5454545454545,158.23754789272
"Sunrisers Hyderabad","Rashid Khan",222,24,162,"All","All","All",9.25,137.037037037037
"Sunrisers Hyderabad","Ravi Bopara",145,5,120,"All","All","All",29,120.833333333333
"Sunrisers Hyderabad","Ricky Bhui",7,2,17,"All","All","All",3.5,41.1764705882353
"Sunrisers Hyderabad","Romario Shepherd",58,2,41,"All","All","All",29,141.463414634146
"Sunrisers Hyderabad","Sandeep Sharma",26,5,29,"All","All","All",5.2,89.6551724137931
"Sunrisers Hyderabad","Sean Abbott",7,1,5,"All","All","All",7,140
"Sunrisers Hyderabad","Shahbaz Nadeem",7,2,9,"All","All","All",3.5,77.7777777777778
"Sunrisers Hyderabad","Shakib Al Hasan",248,12,207,"All","All","All",20.6666666666667,119.806763285024
"Sunrisers Hyderabad","Shashank Singh",69,4,47,"All","All","All",17.25,146.808510638298
"Sunrisers Hyderabad","Shikhar Dhawan",2518,73,2026,"All","All","All",34.4931506849315,124.284304047384
"Sunrisers Hyderabad","Shreevats Goswami",52,5,44,"All","All","All",10.4,118.181818181818
"Sunrisers Hyderabad","Shreyas Gopal",9,0,7,"All","All","All",Inf,128.571428571429
"Sunrisers Hyderabad","Siddarth Kaul",11,4,25,"All","All","All",2.75,44
"Sunrisers Hyderabad","Srikkanth Anirudha",3,1,5,"All","All","All",3,60
"Sunrisers Hyderabad","T Natarajan",3,0,5,"All","All","All",Inf,60
"Sunrisers Hyderabad","Thalaivan Sargunam",10,1,17,"All","All","All",10,58.8235294117647
"Sunrisers Hyderabad","Thisara Perera",233,10,163,"All","All","All",23.3,142.944785276074
"Sunrisers Hyderabad","Umran Malik",4,1,8,"All","All","All",4,50
"Sunrisers Hyderabad","Venugopal Rao",71,3,63,"All","All","All",23.6666666666667,112.698412698413
"Sunrisers Hyderabad","Vijay Shankar",500,23,416,"All","All","All",21.7391304347826,120.192307692308
"Sunrisers Hyderabad","Virat Singh",15,2,26,"All","All","All",7.5,57.6923076923077
"Sunrisers Hyderabad","Washington Sundar",101,7,69,"All","All","All",14.4285714285714,146.376811594203
"Sunrisers Hyderabad","Wriddhiman Saha",553,25,448,"All","All","All",22.12,123.4375
"Sunrisers Hyderabad","Yusuf Pathan",300,12,245,"All","All","All",25,122.448979591837
"Sunrisers Hyderabad","Yuvraj Singh",488,18,356,"All","All","All",27.1111111111111,137.078651685393
